sample_id,station,month,fapar,modis_blue,modis_red,modis_nir,modis_mir,modis_evi,modis_ndvi,modis_lst_day_p05,modis_lst_day_p50,modis_lst_day_p95,modis_lst_night_p05,modis_lst_night_p50,modis_lst_night_p95,wv_yearly_p25,wv_yearly_p50,wv_yearly_p75,wv_monthly_lt_p50,wv_monthly_lt_p25,wv_monthly_lt_p75,wv_monthly_lt_sd,wv_monthly_ts_raw,wv_monthly_ts_smooth,accum_pr_monthly,dtm_slope,dtm_aspect-cosine,dtm_aspect-sine,dtm_downlslope.curvature,dtm_upslope.curvature,dtm_elevation,dtm_cti,dtm_neg.openess,dtm_pos.openess,dtm_vbf
421,17,1,0.87207323,199.0,261.0,1615.0,699.0,2904.0,7292.0,13160.0,13600.0,13776.0,13160.0,13360.0,13552.0,521.0,845.0,1690.0,390.0,318.0,439.0,93.0,273.0,355.0,1241.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
422,13,4,0.6946667,259.0,454.0,3600.0,884.0,5488.0,7760.0,15016.0,15176.0,15232.0,15016.0,14752.0,14816.0,3194.0,3489.0,3843.0,3225.0,3076.0,3292.0,195.0,3263.0,3241.0,710.0,9.0,-9448.0,-315.0,-17.0,20.0,125.0,-400.0,154.0,152.0,26.0
423,26,10,0.01,540.0,1386.0,2136.0,2558.0,1110.0,2090.0,14864.0,15256.0,15400.0,14864.0,14056.0,14384.0,617.0,791.0,1638.0,970.0,868.0,1085.0,143.0,1005.0,1277.0,6598.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
424,56,3,0.3576822,345.0,647.0,1590.0,1470.0,1900.0,4388.0,14080.0,14312.0,14728.0,14080.0,13776.0,14040.0,722.0,1414.0,2531.0,704.0,582.0,819.0,149.0,739.0,865.0,562.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
425,74,7,0.518,279.0,603.0,2968.0,1046.0,4180.0,6668.0,14944.0,15008.0,15088.0,14944.0,14400.0,14568.0,635.0,981.0,1518.0,2295.0,2132.0,2379.0,169.0,2644.0,2286.0,1377.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
426,52,9,0.958275,136.0,224.0,2672.0,531.0,4700.0,8448.0,14320.0,14864.0,15104.0,14320.0,14600.0,14784.0,638.0,1255.0,2290.0,2005.0,1769.0,2319.0,364.0,2203.0,2206.0,2455.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
427,53,6,0.96,84.0,152.0,4032.0,449.0,6764.0,9256.0,14736.0,14888.0,15072.0,14736.0,14528.0,14752.0,721.0,1171.0,1933.0,2606.0,2398.0,2727.0,283.0,2830.0,2620.0,7565.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
428,22,4,0.6826005,258.0,498.0,2480.0,986.0,3720.0,6792.0,14816.0,15016.0,15296.0,14816.0,14360.0,14552.0,1295.0,1848.0,3248.0,1544.0,1437.0,1686.0,257.0,1660.0,1868.0,913.0,2.0,431.0,-937.0,-12.0,2.0,43.0,1710.0,157.0,156.0,873.0
429,25,12,0.005988648,649.0,1474.0,2030.0,2820.0,936.0,1590.0,14232.0,14384.0,14600.0,14232.0,13584.0,13728.0,616.0,757.0,1431.0,507.0,472.0,583.0,89.0,598.0,588.0,2493.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
430,24,1,0.0047156974,595.0,1444.0,1971.0,3012.0,791.0,1484.0,14144.0,14496.0,14656.0,14144.0,13560.0,13664.0,616.0,757.0,1431.0,495.0,462.0,528.0,63.0,526.0,481.0,61.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
431,43,5,0.0395,687.0,1246.0,2292.0,2200.0,1956.0,3168.0,14800.0,15528.0,15928.0,14800.0,13984.0,14344.0,523.0,587.0,1031.0,729.0,678.0,803.0,116.0,877.0,882.0,178.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
432,21,2,0.603982,321.0,609.0,2150.0,1262.0,2874.0,5532.0,14312.0,14664.0,14840.0,14312.0,14104.0,14408.0,1144.0,2211.0,3416.0,921.0,793.0,1057.0,196.0,1253.0,1009.0,389.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
433,49,1,0.045173816,834.0,1717.0,2604.0,2502.0,1325.0,2050.0,14336.0,14568.0,14976.0,14336.0,13896.0,14120.0,725.0,891.0,1346.0,613.0,578.0,641.0,63.0,729.0,698.0,325.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
434,37,4,0.03667386,3960.0,5640.0,5340.0,1406.0,-386.0,-274.0,13312.0,13704.0,13808.0,13312.0,13280.0,13560.0,255.0,355.0,476.0,314.0,296.0,333.0,39.0,336.0,353.0,10657.0,8.0,-8256.0,564.0,3.0,53.0,3521.0,-2768.0,148.0,157.0,0.0
435,38,10,0.041271128,532.0,1175.0,2184.0,1968.0,1653.0,3000.0,13336.0,13752.0,14408.0,13336.0,13480.0,13760.0,225.0,325.0,491.0,315.0,297.0,345.0,38.0,218.0,306.0,8270.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
436,14,4,0.7403114,376.0,600.0,2370.0,1014.0,3588.0,6080.0,15168.0,15280.0,15336.0,15168.0,14792.0,14848.0,3352.0,3592.0,3939.0,3190.0,3080.0,3256.0,194.0,3186.0,3264.0,6682.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
437,7,4,0.0186,772.0,1150.0,1832.0,2724.0,1286.0,2246.0,14664.0,15136.0,15384.0,14664.0,13792.0,14048.0,446.0,608.0,1198.0,560.0,529.0,607.0,70.0,549.0,668.0,488.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
438,21,12,0.835627,165.0,351.0,1717.0,663.0,2760.0,6448.0,14008.0,14344.0,14704.0,14008.0,14000.0,14296.0,1426.0,1807.0,3526.0,997.0,856.0,1138.0,259.0,1084.0,1168.0,699.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
439,68,1,0.6885664,2624.0,1156.0,1829.0,693.0,1295.0,2254.0,12600.0,13032.0,13608.0,12600.0,12712.0,13048.0,710.0,925.0,1652.0,428.0,320.0,498.0,114.0,560.0,490.0,335.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
440,71,1,0.2804348,513.0,1712.0,2622.0,2332.0,1197.0,1935.0,13752.0,14016.0,14264.0,13752.0,13656.0,13936.0,812.0,1124.0,1801.0,621.0,567.0,643.0,104.0,586.0,678.0,628.0,4.0,-4882.0,836.0,-4.0,0.0,805.0,-1387.0,156.0,156.0,88.0
441,102,8,0.0,2184.0,4604.0,5476.0,6244.0,803.0,863.0,15360.0,15648.0,15776.0,15360.0,15056.0,15096.0,1074.0,1485.0,2330.0,3727.0,3490.0,4009.0,423.0,3993.0,3442.0,431.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
442,4,9,0.9200965,243.0,314.0,2670.0,835.0,4636.0,7896.0,14696.0,15064.0,15216.0,14696.0,14360.0,14576.0,680.0,1538.0,2737.0,2017.0,1898.0,2251.0,302.0,2746.0,2571.0,22872.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
443,26,2,0.0038375012,655.0,1543.0,2116.0,2952.0,888.0,1564.0,14392.0,14840.0,15584.0,14392.0,13816.0,14016.0,611.0,879.0,1422.0,471.0,428.0,535.0,90.0,614.0,569.0,84.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
444,6,5,0.09495767,561.0,1030.0,2332.0,2502.0,1934.0,3416.0,15056.0,15232.0,15392.0,15056.0,13856.0,14144.0,470.0,646.0,1185.0,892.0,827.0,962.0,107.0,831.0,981.0,905.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
445,11,1,0.5069194,206.0,440.0,1136.0,806.0,1472.0,4528.0,14144.0,14280.0,14344.0,14144.0,14000.0,14112.0,1154.0,1785.0,3115.0,743.0,693.0,799.0,105.0,821.0,812.0,12894.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
446,53,11,0.8570446,210.0,446.0,1368.0,805.0,1792.0,4868.0,13840.0,14168.0,14688.0,13840.0,13824.0,14216.0,685.0,1013.0,2292.0,809.0,685.0,868.0,113.0,741.0,980.0,659.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
447,69,1,0.8283764,1199.0,1195.0,1688.0,695.0,1249.0,1710.0,13176.0,13280.0,13472.0,13176.0,12784.0,13344.0,634.0,820.0,1343.0,428.0,320.0,498.0,114.0,411.0,377.0,2245.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
448,73,5,0.0905,525.0,1050.0,2522.0,1794.0,2540.0,4152.0,14672.0,15048.0,15464.0,14672.0,13936.0,14392.0,559.0,754.0,1654.0,1106.0,915.0,1214.0,212.0,774.0,1168.0,5393.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
449,102,1,0.0,2272.0,4824.0,5672.0,6516.0,805.0,842.0,15056.0,15096.0,15160.0,15056.0,14280.0,14352.0,1155.0,1746.0,2144.0,895.0,844.0,997.0,155.0,941.0,984.0,0.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
450,25,1,0.0050294823,660.0,1641.0,2288.0,2738.0,932.0,1655.0,14328.0,14592.0,14864.0,14328.0,13536.0,13808.0,572.0,780.0,1477.0,495.0,462.0,528.0,63.0,513.0,485.0,23.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
451,26,8,0.0088,697.0,1629.0,2490.0,3102.0,1268.0,2092.0,15624.0,15888.0,16152.0,15624.0,14728.0,14824.0,616.0,757.0,1431.0,2279.0,2017.0,2403.0,287.0,2265.0,1995.0,3106.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
452,55,3,0.4111092,366.0,613.0,1604.0,1288.0,1878.0,4336.0,14120.0,14304.0,14664.0,14120.0,13872.0,14128.0,739.0,1356.0,2199.0,704.0,582.0,819.0,149.0,742.0,743.0,9609.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
453,39,10,0.054588787,725.0,1495.0,2910.0,2157.0,2155.0,3207.0,13384.0,13848.0,14224.0,13384.0,13472.0,13568.0,278.0,333.0,562.0,315.0,297.0,345.0,38.0,336.0,376.0,952.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
454,24,1,0.0048017646,618.0,1475.0,1986.0,2844.0,856.0,1576.0,14232.0,14472.0,14680.0,14232.0,13504.0,13728.0,669.0,735.0,1331.0,495.0,462.0,528.0,63.0,507.0,517.0,606.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
455,18,12,0.9391217,189.0,322.0,1619.0,675.0,2676.0,6688.0,13352.0,13696.0,14144.0,13352.0,13496.0,13776.0,523.0,833.0,1714.0,455.0,424.0,494.0,61.0,431.0,507.0,959.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
456,103,10,0.0,1608.0,4824.0,5828.0,6916.0,766.0,938.0,15272.0,15576.0,15744.0,15272.0,14600.0,14824.0,950.0,1351.0,1684.0,1553.0,1440.0,1611.0,156.0,1535.0,1608.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
457,74,3,0.033319637,534.0,1101.0,1929.0,2015.0,1424.0,2732.0,12856.0,13600.0,14696.0,12856.0,13328.0,13656.0,575.0,828.0,1903.0,613.0,544.0,647.0,84.0,580.0,561.0,106.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
458,8,11,0.0516,548.0,992.0,1732.0,1907.0,1247.0,2466.0,14144.0,14464.0,15024.0,14144.0,13328.0,13768.0,444.0,720.0,1131.0,469.0,441.0,513.0,62.0,446.0,573.0,219.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
459,7,1,0.024284024,719.0,1052.0,1535.0,2616.0,969.0,1886.0,13928.0,14256.0,14400.0,13928.0,13160.0,13304.0,470.0,646.0,1185.0,404.0,390.0,434.0,34.0,404.0,375.0,44.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
460,67,5,0.460781,199.0,336.0,2966.0,788.0,4756.0,7592.0,14104.0,14520.0,14920.0,14104.0,14048.0,14464.0,554.0,887.0,1687.0,1013.0,848.0,1130.0,194.0,1042.0,1281.0,10948.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
461,103,1,0.0,1563.0,4688.0,5712.0,6752.0,798.0,972.0,14768.0,14912.0,15104.0,14768.0,14096.0,14352.0,994.0,1228.0,1806.0,816.0,759.0,954.0,150.0,1084.0,929.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
462,102,7,0.0,2206.0,4636.0,5496.0,6324.0,804.0,848.0,15712.0,15824.0,16040.0,15712.0,15056.0,15168.0,1236.0,1411.0,1862.0,3127.0,2941.0,3640.0,415.0,2749.0,2758.0,24.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
463,74,11,0.0654921,613.0,1142.0,2560.0,2080.0,2212.0,3640.0,13544.0,14168.0,14488.0,13544.0,13472.0,13728.0,601.0,867.0,1761.0,551.0,517.0,644.0,107.0,595.0,765.0,239.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
464,5,5,0.98236,261.0,450.0,3924.0,714.0,5596.0,7800.0,14904.0,15128.0,15344.0,14904.0,14312.0,14616.0,914.0,1553.0,2448.0,1945.0,1607.0,2316.0,411.0,2125.0,2185.0,1777.0,1.0,7876.0,504.0,-3.0,1.0,183.0,234.0,157.0,156.0,481.0
465,67,3,0.37346137,261.0,535.0,1497.0,1109.0,1886.0,4736.0,13312.0,13856.0,14208.0,13312.0,13512.0,13688.0,554.0,887.0,1687.0,557.0,450.0,622.0,148.0,581.0,538.0,3764.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
466,12,8,0.7375,153.0,419.0,3684.0,872.0,5488.0,7908.0,15040.0,15152.0,15208.0,15040.0,14856.0,14904.0,3352.0,3592.0,3939.0,3845.0,3730.0,3924.0,196.0,4047.0,4157.0,11490.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
467,21,6,0.932785,222.0,335.0,3236.0,755.0,5376.0,8136.0,15104.0,15216.0,15256.0,15104.0,14808.0,14888.0,1320.0,2116.0,2897.0,3640.0,3281.0,3873.0,445.0,4104.0,3773.0,2186.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
468,5,2,0.4942567,385.0,844.0,2014.0,1716.0,2078.0,4096.0,13576.0,14048.0,14360.0,13576.0,13520.0,13760.0,729.0,1526.0,2779.0,615.0,526.0,668.0,157.0,768.0,637.0,744.0,1.0,7876.0,504.0,-3.0,1.0,183.0,234.0,157.0,156.0,481.0
469,7,1,0.023280967,782.0,1258.0,1764.0,2576.0,1023.0,1859.0,13576.0,13984.0,14192.0,13576.0,13152.0,13400.0,444.0,671.0,1016.0,404.0,390.0,434.0,34.0,410.0,373.0,441.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
470,102,4,0.0,2300.0,4880.0,5852.0,6880.0,867.0,901.0,15480.0,15776.0,16040.0,15480.0,14784.0,14968.0,1089.0,1342.0,2487.0,1329.0,1120.0,1440.0,214.0,1008.0,1216.0,0.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
471,18,2,0.70200527,613.0,644.0,1933.0,577.0,2852.0,5028.0,13232.0,13600.0,14016.0,13232.0,13232.0,13608.0,472.0,1233.0,2104.0,383.0,351.0,428.0,84.0,389.0,402.0,7165.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
472,10,10,0.7706101,142.0,242.0,2080.0,447.0,3724.0,7992.0,14376.0,14608.0,15168.0,14376.0,14248.0,14832.0,1081.0,2062.0,3632.0,1700.0,1552.0,1946.0,361.0,2743.0,2612.0,2157.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
473,11,5,0.95964,119.0,235.0,4544.0,550.0,7152.0,8992.0,14800.0,14944.0,15064.0,14800.0,14640.0,14736.0,1154.0,1932.0,2793.0,2343.0,2205.0,2553.0,391.0,2177.0,2442.0,1022.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
474,19,7,0.9376605,97.0,177.0,3512.0,473.0,5980.0,9032.0,14704.0,14840.0,14984.0,14704.0,14432.0,14616.0,529.0,904.0,1872.0,2403.0,2243.0,2511.0,319.0,2275.0,2325.0,938.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
475,102,3,0.0,2240.0,4748.0,5676.0,6544.0,852.0,895.0,15024.0,15496.0,15760.0,15024.0,14608.0,14816.0,1089.0,1342.0,2487.0,1083.0,907.0,1192.0,282.0,1192.0,981.0,3.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
476,38,2,0.028028486,650.0,1192.0,2574.0,1925.0,1915.0,2940.0,13080.0,13304.0,13544.0,13080.0,12896.0,13096.0,225.0,325.0,491.0,192.0,170.0,215.0,30.0,193.0,217.0,609.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
477,71,5,0.24076924,939.0,2480.0,4086.0,3848.0,1848.0,2630.0,14592.0,15168.0,15304.0,14592.0,14208.0,14424.0,812.0,1124.0,1801.0,1287.0,1146.0,1397.0,169.0,1503.0,1433.0,2641.0,4.0,-4882.0,836.0,-4.0,0.0,805.0,-1387.0,156.0,156.0,88.0
478,43,6,0.010566667,813.0,1429.0,2222.0,2638.0,1405.0,2310.0,15008.0,15936.0,16152.0,15008.0,14352.0,14456.0,613.0,719.0,919.0,919.0,806.0,958.0,107.0,961.0,939.0,173.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
479,74,12,0.18325695,695.0,1222.0,2454.0,1990.0,2112.0,3352.0,13144.0,13584.0,13848.0,13144.0,13264.0,13408.0,636.0,876.0,1472.0,519.0,458.0,587.0,84.0,680.0,574.0,780.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
480,74,8,0.2025,315.0,662.0,2766.0,1401.0,3488.0,6104.0,14816.0,15056.0,15192.0,14816.0,14360.0,14480.0,636.0,876.0,1472.0,1963.0,1823.0,2041.0,180.0,1964.0,1871.0,10899.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
481,39,1,0.056691322,663.0,1431.0,2722.0,1858.0,1975.0,3108.0,12672.0,13104.0,13400.0,12672.0,12976.0,13224.0,278.0,333.0,562.0,205.0,189.0,222.0,22.0,207.0,209.0,671.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
482,6,11,0.026759304,636.0,1160.0,1958.0,2304.0,1388.0,2492.0,14384.0,14528.0,14992.0,14384.0,13456.0,13672.0,446.0,608.0,1198.0,469.0,441.0,513.0,62.0,597.0,572.0,92.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
483,54,9,0.929,116.0,197.0,2722.0,352.0,4920.0,8680.0,14600.0,14824.0,14904.0,14600.0,14392.0,14568.0,787.0,1426.0,2403.0,2072.0,1799.0,2329.0,365.0,2332.0,2277.0,464.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
484,69,12,0.8102473,931.0,982.0,1588.0,597.0,1430.0,2444.0,12920.0,13280.0,13776.0,12920.0,13040.0,13496.0,710.0,925.0,1652.0,436.0,406.0,505.0,90.0,388.0,542.0,408.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
485,67,5,0.3679055,187.0,340.0,2258.0,819.0,3698.0,6960.0,14192.0,14520.0,14840.0,14192.0,13896.0,14272.0,517.0,695.0,1671.0,1013.0,848.0,1130.0,194.0,713.0,1025.0,1679.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
486,21,3,0.6959044,247.0,440.0,2114.0,912.0,3112.0,6292.0,14600.0,14752.0,14952.0,14600.0,14192.0,14352.0,1093.0,1556.0,3605.0,1261.0,1070.0,1343.0,262.0,1094.0,1191.0,1498.0,0.0,-4634.0,807.0,-13.0,0.0,39.0,10658.0,157.0,156.0,875.0
487,74,6,0.556,287.0,605.0,3220.0,1045.0,4168.0,6640.0,14944.0,15000.0,15088.0,14944.0,14328.0,14392.0,635.0,981.0,1518.0,1889.0,1717.0,1959.0,215.0,2115.0,1970.0,906.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
488,19,7,0.92079,69.0,152.0,2678.0,430.0,4840.0,8864.0,14688.0,14840.0,14984.0,14688.0,14400.0,14624.0,472.0,1233.0,2104.0,2403.0,2243.0,2511.0,319.0,2452.0,2638.0,14888.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
489,17,10,0.895075,133.0,264.0,1540.0,490.0,2544.0,6972.0,14088.0,14216.0,14536.0,14088.0,13912.0,14296.0,479.0,1207.0,2097.0,1056.0,968.0,1092.0,144.0,1433.0,1465.0,8616.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
490,102,7,0.0,2206.0,4664.0,5508.0,6544.0,803.0,858.0,15440.0,15672.0,15944.0,15440.0,15064.0,15096.0,1283.0,1711.0,2769.0,3127.0,2941.0,3640.0,415.0,3594.0,3345.0,120.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
491,17,11,0.92647326,156.0,231.0,1350.0,483.0,2482.0,7368.0,13416.0,13696.0,14088.0,13416.0,13632.0,13880.0,512.0,915.0,1762.0,658.0,561.0,700.0,115.0,685.0,764.0,2153.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
492,11,3,0.3599815,225.0,423.0,1756.0,583.0,2528.0,5832.0,14408.0,14600.0,14760.0,14408.0,14232.0,14448.0,1150.0,1742.0,2833.0,1135.0,964.0,1281.0,254.0,1158.0,1140.0,8314.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
493,18,5,0.771948,151.0,311.0,2874.0,671.0,4536.0,7536.0,14384.0,14672.0,14960.0,14384.0,14112.0,14536.0,472.0,1233.0,2104.0,1274.0,1051.0,1608.0,349.0,1758.0,1780.0,8046.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
494,69,6,0.89514583,120.0,178.0,3360.0,512.0,5872.0,9056.0,14632.0,14808.0,14896.0,14632.0,14312.0,14584.0,634.0,820.0,1343.0,1662.0,1546.0,1752.0,216.0,1737.0,1788.0,8573.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
495,43,11,0.027568415,889.0,1458.0,2084.0,1872.0,1103.0,1765.0,13728.0,14448.0,14856.0,13728.0,13600.0,13824.0,613.0,719.0,919.0,505.0,446.0,547.0,80.0,676.0,630.0,234.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
496,38,10,0.041107386,635.0,1266.0,2400.0,1877.0,1862.0,3096.0,13800.0,13992.0,14464.0,13800.0,13592.0,13760.0,265.0,372.0,491.0,315.0,297.0,345.0,38.0,352.0,353.0,138.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
497,103,10,0.0,1612.0,4800.0,5780.0,6584.0,748.0,919.0,15216.0,15592.0,15752.0,15216.0,14680.0,14920.0,944.0,1300.0,1693.0,1553.0,1440.0,1611.0,156.0,1621.0,1698.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
498,45,5,0.02015,726.0,1292.0,2708.0,2366.0,2226.0,3298.0,14816.0,15432.0,16024.0,14816.0,13928.0,14416.0,613.0,719.0,919.0,729.0,678.0,803.0,116.0,788.0,813.0,297.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
499,102,1,0.0,2240.0,4736.0,5568.0,6552.0,832.0,878.0,14880.0,15064.0,15184.0,14880.0,14248.0,14424.0,1225.0,1425.0,2609.0,895.0,844.0,997.0,155.0,1227.0,1046.0,0.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
500,8,3,0.028007556,727.0,1198.0,1818.0,2636.0,1050.0,1952.0,14424.0,14768.0,15368.0,14424.0,13560.0,13784.0,446.0,608.0,1198.0,458.0,434.0,486.0,34.0,459.0,469.0,151.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
501,18,2,0.7130019,222.0,471.0,2050.0,1076.0,2972.0,6328.0,13040.0,13656.0,14160.0,13040.0,13400.0,13600.0,523.0,833.0,1714.0,383.0,351.0,428.0,84.0,420.0,384.0,1935.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
502,73,2,0.05191322,793.0,1531.0,2460.0,1856.0,1477.0,2324.0,13320.0,13608.0,14128.0,13320.0,13000.0,13584.0,640.0,992.0,1527.0,422.0,379.0,465.0,75.0,568.0,536.0,80.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
503,37,8,0.134,485.0,956.0,2462.0,1597.0,2712.0,4456.0,14728.0,14840.0,15024.0,14728.0,13944.0,14056.0,255.0,355.0,476.0,605.0,556.0,656.0,88.0,533.0,566.0,18198.0,8.0,-8256.0,564.0,3.0,53.0,3521.0,-2768.0,148.0,157.0,0.0
504,67,12,0.7450703,931.0,982.0,1588.0,597.0,1430.0,2444.0,12920.0,13280.0,13776.0,12920.0,13040.0,13496.0,710.0,925.0,1652.0,436.0,406.0,505.0,90.0,388.0,542.0,408.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
505,57,9,0.9135,235.0,277.0,2628.0,494.0,4576.0,8096.0,14616.0,14848.0,14904.0,14616.0,14480.0,14616.0,793.0,1560.0,2718.0,2186.0,1966.0,2458.0,429.0,2677.0,2436.0,501.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
506,52,2,0.35050088,216.0,457.0,1132.0,1127.0,1372.0,4384.0,13976.0,14144.0,14544.0,13976.0,13768.0,14056.0,749.0,1342.0,2397.0,513.0,454.0,568.0,123.0,845.0,631.0,231.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
